35,"Yes, it is a bug in adb, no ambiguity here, but it's really subtle, so it'd be nice to have a better description of the problem, it's not really Python specific as you mention, i.e. something like:

""""""
Some programs want to launch an adb command and collect its output by calling CreateProcess with inheritable stdout/stderr handles, then using read() to get its output. When this happens, the stdout/stderr handles passed to the adb client process will also be inheritable.

When starting the adb server here, care must be taken to reset them to non-inheritable.

Otherwise, something bad happens: even if the adb command completes, the calling process is stuck while read()-ing from the stdout/stderr descriptors, because they're connected to corresponding handles in the adb server process (even if the latter never uses/writes to them).
""""""

The PROC_THREAD_ATTRIBUTE_HANDLE_LIST isn't directly related to the problem, and not needed in this specific case because I don't think there are multiple threads being used in the adb client process (at least when reaching this code). It's probably better to avoid mentioning it, or add a note like ""ideally, use PROC_THREAD_ATTRIBUTE_HANDLE_LIST if running on Vista or higher""",1
36,"> Can we have 32-bit processes calling into a 64-bit BufferQueue or vice-versa?

The 32-bit process would be calling in to a different BufferQueue, right?",0
37,Please document these. is_precise is we know the exact type? Would 'exact' be clearer?,0
38,"Not related, but may be better to move to constructPorperty(String suffix) or something like that.",0
39,"Let's avoid having commented out code.  Delete the DCHECK (which looks wrong to me anyway - you certainly could have a const index, but backends are under no obligation to take advantage of that information.",-1
40,we have audio_data_file and so this can be changed to that.,0
41,We don't need this line any more. Or we could keep this here and use it instead of calling parseInt in the five instances below.,0
42,"call the function, pass the device also into the function",0
43,"Anything that needs to run in the UI thread needs to be wrapped this way, otherwise the IDE complains. It is in the UI testing doc I sent you: https://docs.google.com/a/google.com/document/d/1UBVjIEYXoNVZeYT1NKjqPhCYSkU-X2lWVCrFHbXnPnM/edit?usp=sharing",0
44,i don't think this is ever defined on Android. it's a BSD thing.,-1
45,Maybe pick a different name to avoid a collision with the field of the same name in Main?,0
46,Could you factor the whole function out into reboot_service_impl so we don't need to gotos?,0
47,a table of function pointers sounds good right about now...,1
48,"You're right. The issue is that the onSampleSelected() callback uses the Combo index to fetch the sample from mSamplePath, so the way you have it they don't match (if you try, selecting a sample will load a different one). The trivial solution is to sort mSamplePaths alphabetically like it should have been done in the first place anyway (my fault for forgetting that).",1
49,"Changed from heap to stack based allocation, will now only allocate enough to hold idmap header.",0
50,"performTransaltion has different purpose. If scale is less than equal to 1 we will not perform transaltion. 
If the device doesn't support multi touch we need not go into this block and skip the execution of the next six lines, hence it was added here.",0
51,Please use double quotes for EGL/egldefs.h and log/log.h. These headers are now local. Same comment for other files including them.,0
52,"OH, I forgot your that CL :-)
However STLPORT_WHITELIST isn't defined yet at this point.
In config.mk it loads envsetup.mk (which eventually loads the product makefiles) before it defines STLPORT_WHITELIST.
On the other hand, we can remove libstlport from this file, and add it to specific device's makefile, such as device/asus/flo/device-common.mk. I'd really like to keep the device names out of the build project.",1
53,maybe this runnable needs to run after the previous one's onSuccess?,0
54,"We would prefer to keep this.  It is possible for the RILD and radio code to pass the sequence number through into radio state as the request is being acted on - the RILD may notice the socket error and re-establish the connection and then the response comes back from the radio with the old sequence number and get's passed back through the newly-connected RILD.

Just because your implementation may not do this, we can imagine other OEMs passing back obsolete responses that would match a newly-zero'd RIL sequence number and confuse things.

Couldn't you just remember the first sequence number your RILD connection received?  Then you know the number of requests you've received.",-1
55,"My only worry here is that future c or assembly versions of memcmp16 might use x14, x15. I have used a more conservative approach in my tree:


1852 .Ldo_memcmp16:
1853     /* save lr, and return value if comparison equal */
1854     stp x0, x30, [sp, #-16]!
1855 
1856     /* set-up args for __memcmp16 */
1857     mov x0, x2
1858     uxtw x2, w3
1859 
1860     bl __memcmp16
1861 
1862     /* restore lr, and return value if comparison equal */
1863     ldp x1, x30, [sp], #16
1864 
1865     /* if the strings are equal (i.e. x0 == 0) then return length comparison */
1866     cmp x0, #0
1867     csel x0, x1, x0, eq
1868 
1869     ret
1870 END art_quick_string_compareto",0
57,"Actually, I realized late last night that it probably didn't make sense to specify the damage using frects, since the damage is defined on pixel boundaries (I was originally thinking frect because sourceCrop is a frect, but that's not exactly analagous).

I think this should be hwc_rect_t. That probably implies that we should use hwc_region_t, except that size_t is way overkill and will eat another 8 bytes in 64-bit relative to this (since we're currently getting the uint32_t for free because of padding).",0
58,"That's just the thing; I don't have a bug report. Somebody complained on Google+ that setting this attribute has the undesirable side effect of killing onClick attributes; when I asked Roman if he knew anything about this (we had discussed textIsSelectable before, in the context of adding them to the default templates) he mentioned he had also seen some weirdness around these, but didn't have details.

I should dig deeper, but since I'm swamped with some other work I figured it was better to just disable this check until I know more. (It's actively suggesting users set an attribute that apparently isn't always the right thing.)",0
59,"It seems to me to be the case. There is a bug:
https://b.corp.google.com/issues/17586779
shertz probably knows more about it.",0
61,No. The exception is needed so it is rethrown if the user decides to cancel. User can only see exception stack trace in the log.,-1
62,"If this is considered a development tool and not a production tool, it should have LOCAL_MODULE_TAGS := eng",0
63,Please place functions in <code></code> tags throughout.,0
65,I don't understand why you need the boolean. This should be new_rti.SetTop(); new_rti.SetInexact().,-1
66,maybe update this comment to give an example of the unparseable credentials.,0
67,"This depends on how we define the ABI. For function prototype like ""void foo(float a, double b, float c);"".

Now the argument registers would be ""a(s0), b(s2/s3=d1), c(s1)"".

We could remove this unless we define ABI to use argument registers like ""a(s0), b(s2/s3=d1), c(s4)""",0
70,"These calls don't do the same thing.  As a result, lockNow() must be called unconditionally.",-1
72,"Damn it, that wasn't supposed to be there. I'll remove it.",-1
73,"If we converted helper code to Groovy, we would have the Elvis operator. And closures to handle the try+finally+close idiom. Just sayin' ;)",1
76,"I think he's looking for the exact string ""h"", the 2 is to count the terminating 0 at the end.",0
77,"Element. This one stuck out. I think the only ones to try to capitalize are ""Allocation, Type, Element"", since that trio is the dominant set of APIs for interacting with any sort of data from Java.",0
78,How about making MapAnonymous return null so that we only need the single check that table_mem_map_.get() != nullptr.,0
81,"If this need to be public, can we have a short doc comment?",0
83,"That's not what I was saying. Just like
public static float getMdpiScaleFactor(Density density) {
 if (density == Density.ANYDPI) {
   density = Density.XXHIGH.getDpiValue();
 }
 return density.getDpiValue() / (float) Density.MEDIUM.getDpiValue();
}

But whatever, it's not a big deal.",-1
84,"What's the correct thing for things exec'd from init?

I assume we can use logwrapper if we need to.",0
85,Currently the array is always allocated with new if own_arrays_ is true. Also delete nullptr is defined to be a NOP.,0
86,"we might want to support Z here, since that's coming in a day or two",0
87,"That is great - it also means you can move that line outside of the if/else.

You also need another in6_addr: you have to have both dest and gateway (though for default and host you only use one or the other).  Same is needed in the v4 case.",1
88,"Just curious, how come you use a RandomAccessFile here? It might be simpler to just Guava (which lint already depends on):
String firstLine = Files.readFirstLine(file, Charsets.US_ASCII);
(that's com.google.common.io.Files)",-1
89,"Templatizing this would make the change smaller, as you don't need to make it a member function.",0
90,"Agree displayable is not ideal. Looking for something that means ""not internal"". How about getNonInternalFieldModifiers()?

Given they're hidden APIs / internal comments I suggest not wasting any time on this: my point is the comment is not as clear to me as I think it could be.

Feel free to act on the suggestion or ignore. The later draft is clearer.",1
91,"How about:
while (next != null && next->asPhi()->GetRegNumber() == reg_number) {
  if (next->GetType() == GetType()) return next;
  next = next->GetNext();
}
return nullptr;",0
92,"No, but its impact is pretty minimal so I wouldn't worry about it.",-1
94,"i think we're better off just taking the auto-generated stub like we did in the original patch. it doesn't hurt anyone that there's dead code at the end because the syscall never returns, and it's arguably more confusing to be insisting on supplying our own stub.",-1
97,"This doesn't do any correctness tests of the file, while a start that they exist, I could just be touch'ing files.",-1
98,We can go back and change this to the char* version if it gets too difficult to figure out what's going on.,0
99,"If you are currently on 0.10,+ you won't see the message. This only appears only when coming from 0.8 or earlier.",0
100,"why? we removed prelinking for a very specific reason (security), and I don't think we want to put it back in the platform.",-1
101,"s/exit/continue/

Exiting the loop doesn't do a final update of v. The write to conflict with this read must happen during the setup for a subsequent iteration. 

This one does bother me. To be clear, what's going on is:

v = a[0]
go func() { x = v }()
v = a[1]
go func() { y = v }()

There is no race involving the second goroutine, since its read is guaranteed to happen after the write of v = a[1]. The race is between the x = v and the v = a[1]. I don't understand why the race detector does not detect that misordering 100% of the time. I filed #10589 about this. At least this fixes the build so that we can detect future breakages while Dmitriy thinks about this one.",-1
102,"since the spec says that the same format should be used for both critical options and extensions, I named the structures:
optionsTuple, optionsTupleValue, and optionsTupleEmptyValue (I believe I needed the latter to marshal extensions with empty values where there is no double length prefix) - starting at Line 89 of certs.go.   I used them in the marshalTuples and parseTuples.  Regarding unmarshaling - please take a look at the current version, I wanted to use the same function for critical options and extensions, and to handle properly empty and non-empty values I believe some ""low-level"" handling is needed.  I used an instance of optionsTupleValue structure to pass to Unmarshal (Line 186).",0
103,"s/Test/test/

keep all lowercase (or make it a real sentence and end in period).",0
104,"Yeah, I used that in other places. You're right it doesn't make much of a difference: no difference for norm and about 20% or 20k for the language tables.
I've simplified the code and also now use NewFormattedFileWriter in all the other places where I'm used go/format before. See the diff of language/table.go to see how it is affected (will first do the IANA update separately).

Unfortunately, this increases the diff a lot. Again in language/tables.go. But you can verify the data itself didn't change by looking at the checksum at the bottom.",1
106,Omit the err at the end.  Its the result of the last possible test making it probably meaningless and possibly misleading.,-1
108,"Sorry, wasn't paying enough attention to the context (clearly the param is moved to the heap) and instead assumed that if esc was not EscHeap, that therefore it was not ""heap"".",1
110,"s/importsSet/pkgSet/

should explain that this set is only needed so we can create an duplicate free pkgList",0
111,Isn't the Config callback sufficient? It sounds tricky that a returned Config is valid only until the Config callback is called. If possible I prefer limiting the Config's life inside the Config callback and letting users maintain a copy of some info based on need.,0
112,"the previous event may not be traceEvGoCreate, like this scenario:
when trace start goroute is in syscall and then exitsyscall and finally goStart.
For this case, we can't access the stack information because the previous event is traceEvGoSysExit which doesn't contain the stack.
I just think out a solution:
when we receive a traceEvGoSysExit, we reserve the gocreate event by link it and access it here. But I don't know if there are any other cases or any side effect, any idea?",0
113,"Yep, I've merged the two into |supportedSignatureAlgorithms|.",1
115,"You can open as many issue tickets as you like. But we would still have to add all these tests in here, and find solution that fit them. Why delay?",-1
116,"> The flag package is ideally only imported in main.

Where did this notion of ""ideal"" come from?  The advice I usually hear (and give) is: don't register flags except from the main package, because you're mutating a global variable.

This utility function doesn't touch any global variables.  Isn't its purpose pretty obvious from the usage example above?",-1
118,I think the bytes.Buffer version was more readable.,0
119,"This || breaks -e. If you need this information you need to reimplement -e yourself.

if ! go build -a std; then
    failed=true
    if $sete; then
        exit 1
    fi
fi",0
120,"Is this the right API? An alternative is:

func If(s RuneSet, tTrue, tFalse Transformer) Transformer

type RuneSet interface {
  Contains(rune) bool
}

and have unicode.RangeTable implement this interface.

If performance is a concern, the If function could do a type assertion to see if s is a *unicode.RangeTable, and switch to an optimized implementation, the same way that the image/draw package does in the stdlib.

But I'm not sure if we even want a Ranges or If. The point of the Transformer interface is to transform things in bulk. If you're going to be chopping between two separate transformers depending on the input runes, then it seems like you're not getting the benefit of transforming in bulk. Instead, I'd just loop over the input and append to a []byte. It's not like you have some input that contains both Code Page 437 and Shift-JIS and you want to switch between them. Your phone number Ranges example seems a bit contrived, and again, I'd just for/range over the string for that particular task. As for title-casing latin but not greek, is that something that people really want to do??

I wonder what Rob thinks. Can you start a separate e-mail thread just for API design?",-1
121,"In code this will read ""mgr.Mgr"". If move to svc package, it would read ""svc.Mgr"". Also, Let's just name in Manager so: ""svc.Manager"".",0
122,Because total bytes of addrs should be greater than size.,0
126,"How about to change above line like below?

trun(t, gt.client, ""git"", ""checkout"", ""-b"", ""newbranch"", ""origin/master"")",0
127,"Since you are rewriting the entire file anyway, please try to put callers before callees, in general, so that reading the file top to bottom you usually know what a function is for when you see it. So:

gen
casebody
caseClauses
genCases",0
131,"> Ugh, really?

That's how I read http://0pointer.de/lennart/projects/nss-mdns/ at least.

 > So do we need an mdns.allow parser too?

Even nss-mdns discourages using the file (""Please note that usually mDNS is not used for anything but .local, hence you usually don't want to touch this file."") so you can probably just fall back to cgo if you detect its existence.",-1
132,"debug print but not errant, and commented out. i got tired of putting back every time i came to this routine.",-1
133,"It'd be nice to coalesce such case lists into a single line, up to some line length.",1
134,"s/data/key/

This variable name (in docs) is more important than conflicting with internal variable names.

""data"" isn't much more descriptive than ""variable"", ""thing"" or ""stuff"".",0
135,This condition is always true. I assume the condition you meant was n != ptrSize. Though I see you removed this condition altogether in CL 9704 (rebase failure?).,0
136,"This is problematic, because you know you have Go code passing a Go pointer into C.  Maybe you had that before and I didn't notice.  I don't think we should put code like that in our examples.",-1
137,"No need for indirection here.
Merge benchmarkTCPConcurrentReadWrite into this function, and use the addr ""127.0.0.1:0"" directly.",-1
140,"And here, end with a single ""},"", and the next line becomes ""}},"".",0
141,"frame := getcallersp(unsafe.Pointer(&siz))
Delete next three lines.

Also, given that now it's just the callersp, s/frame/sp/ everywhere, including in the defer struct field name.",0
142,I can't parse the part between this comma and the next one.,0
144,can you combine the declaration of ctstr above with this assignment ?,0
145,Fair enough. But still deleting registry entries is wrong - you won't be able to run that program again without them. You can disable service from inside your program too http://godoc.org/code.google.com/p/winsvc/mgr.,-1
146,Consider merging these uncommon write barrier forms in to one function that takes flags.  I think there's a bug in the later atomic function fixes that this would help address.,0
148,"we need to test both non-privileged ""udp4"" and privileged ""ip4"" sockets here.",0
150,"I've shortened to isIPv4, but I don't think preferIPv4 is correct.  first(preferIPv4) seems reasonable, but partition(preferIPv4) doesn't actually prefer IPv4.",-1
151,"I think that's just a mistake in make.bash.  It's better to fail fast and minimize distractions to stderr when you know you've already lost.

I'd say add an exit failure here and then submit. If you feel strongly about keeping it as-is, you can submit this too and we can fix them both later if we decide to.",0
152,"If non-empty, go into reverse mode where the buildlet dials the coordinator instead of listening for connections. The value is a comma-separated list of modes, e.g. ....",0
155,"Good point, I missed that.  Determinism is a key feature.  Fixed.",1
156,"Note that this means envp is empty, while you fill in LD_LIBRARY_PATH, PATH, and TMPDIR in the gomobile code.  I'm not sure how to get the environment or if it's even necessary. (All the Go environment functions in runtime assume that Go has already been somewhat initialized.)",0
157,s/start/e/ would be consistent with the methods above.,0
158,"$(dirname $0)

would mean you don't break if someone runs this from another dir.",0
159,"// _g_.m is reachable via allgs, so WB can be eliminated.",0
160,"""Types"" is an overloaded term in programming. Is it an actual term in the source documents, or can we use a different term here? Is ""type"" the same as ""MIB""??",0
164,Copied from sys_openbsd_386s.s and missed - fixed :),1
165,"https://msdn.microsoft.com/en-us/library/windows/desktop/aa366058(v=vs.85).aspx#IfType

It's possible to check by IF_TYPE_SOFTWARE_LOOPBACK. But I don't know what the expected returns of Interfaces().

Mikio, could you please describe to me the spec of Interfaces/InterfaceAddrs?",0
166,I was mentioning the blank line. Please don't remove tk.WithExtra.,0
167,"it doesn't leave them; it always removes them.
""use specified directory for temporary files""",0
168,"It adds more things to go wrong than just downloading everything again to do a reinstall. I understand the desire, downloads are a pain, but downloading again is a much more predictable zero state than some set of possibly-correct archives on local disk checked against some possibly-correct set of hashes.

All of which is a lot of extra moving parts to work around a problem (slow connections). Is it worth it? Maybe. But it is a lot more to go wrong.",-1
169,"Same comment as above

  for shift := 0; shift < 8; shift += nibBitsWidth",0
170,"I considered using ioutil.TempDir but had similar concerns as Minux. It is unclear to me whether any state in PPROF_TMPDIR is expected to persist between calls to pprof.

Also, since there isn't a single test covering the pprof internal libraries, I opted for the smallest possible change.

From cmd/pprof/README I get the impression that the code is frozen to a certain extent, so I didn't want to change too much either.",0
171,"put a comment before this test, explaining what it's trying to test?",0
173,"Done (gerrit tells me off if the commit subject is too long:

(W) 873ed2c: commit subject >65 characters; use shorter first paragraph

but does the go project really care?)",0
174,"FWIW:

After the first Mod, a >= 0. b is already > 0 by definition. So the rest of this code is all done using natural numbers and thus could probably be (slightly) more efficient by using nat's directly. Perhaps next CL.",0
176,I agree this can be discovered without the text. Deleted the comment. Same in OpenKey.,1
178,"I'm not sure I understand your point here. Do you mean I should talk about things like field alignment and so on?

I think that mentioning Java would make this more confusing.",-1
179,"This should probably be moved above the goos==""openbsd"" check so that unknown options on OpenBSD also force cgo lookups.",0
180,"Ah, the perils of copy-paste. Updated to ""ECDHE-RSA-AES256-GCM-SHA384"".",0
181,http://godoc.org/golang.org/x/tools/cmd/benchcmp will help make the benchmark comparison more readable.,0
182,"// use Russian Peasant algorithm, adapted for exponentiation",0
183,"{""abbrev"", ""info"", ""line"", ""str""}
would be consistent with the dwarf.New arg order.

Ditto in pe/file.go.",0
184,"""easy"" is marketing; let the code speak for itself. :)",1
185,"I feel like these explanatory comments belong in the code, not just the code review.",0
188,I now believe that all paths have already done a finishsweep by this point so removing this as you did is correct.,1
191,"Because it's racy. It should be guarded optimally with a lock that is not so global, but then you're talking about improvements that are in the nanosec granularity.",-1
192,"I wouldn't bother with bufio.NewReader, just read 100 bytes or something rather than bothering with ReadString.",-1
194,"s/logical//

(logical as opposed to what? it's all logical in software... - leave away)

how about:

Loading is controlled by this dependency graph.",-1
196,"This will always be nil, right? As above, I think you can remove this argument.",0
197,"Should this just be
func Run() { etc }
and have callers explicitly call Register beforehand?",0
199,"this doesn't make sense to me.

Why can we distinguish it? What depends on what happening before what?",-1
200,"It's in the debug code below, but I'd add a comment here saying something like

    // n = (p - base) / s.elemsize, using division by modular multiplication",0
201,"Please put code snippets into double back ticks in order to highlight them in the changelog (``computeChangeSets()``, ``persistAll()``, ``hasUnpersistedChanges()``)",0
202,I suggest to add a wrapper class like \F3\FLOW3\Persistence\ObjectStorage and keep the API attach() and detach() stable.,0
203,"You can simply use here $GLOBALS['TYPO3_LOADED_EXT']
It is initialized in the bootstrap. Basically this global does not need initialization. And extension could still use it in ext_tables and ext_localconf.",0
205,Same question on side-effects as on the previous file,0
206,no hsc in exceptions please. the exception handler does take care of proper encoding,0
207,"ERROR: TRUE, FALSE and NULL must be uppercase; expected ""FALSE"" but found ""false""",-1
208,it would be nice to use a DTO for the options. this would make it possible to extend it later (which I am pretty sure we will do) without breaking extensions using the interface,1
210,"are you sure about this loop, which does not run ;-)",-1
211,"Use existing $GLOBALS['LANG']->sL('LLL:EXT:lang/locallang_core.xml:show_item.php.uid') 
with ""Uid:"" ?",0
214,valign is still spread a lot across the core - this will be a seperate task to clean this up. this makes it only more easy to find.,0
215,"Stefan, I'm just mostly replicating the what is done when including CSS styled content's TS using the include static select. To me your questions show you did not look at the issue. Can we please get this through?

Apart from the above, no there is not a filename, and yes there needs to be a slash.",-1
216,"Enable the deprecation log here is not finally discussed. I'm 60/40 for not logging, because the deprecation log will get extremely flooded. When enabling, only the first setting (and not all three) should be logged to minimize the flood. The logging could be enabled in the next version, and till then it should be documented very well.",-1
217,Is the model about logs (as the class name suggests) or about log rows (as the parameter name suggests)? At least one of them needs to be changed.,0
218,add a whitespace before/after = when assigning $row,0
219,functional changes?? I just flipped the ifs. But I just see that there's still the skipSystemDependencyCheck stuff in it.,0
220,I actually fear that PHP accepts this due to some easteregg or so :),1
222,"why do we json_encode() $scopeData here? We do not do this in the base class. Furthermore it is already serialized.

The only difference in this method compared to the one in the base class is now the Tree.thisScript stuff. The question therefore is: Is this a bug in the baseclass that Tree.thisScript is not set, or is it superfluous here?
If neither applies, then still the question remains, if there's a nicer way of adding this code snippet without overriding (and copyiing) the complete method from the base class?",-1
223,"add a space after CMS so it read TYPO3 CMS 7
same for CMS8",0
224,"Me neither, i am just writing functional tests for this ... gimme a sec.",0
225,The new/better URL would be http://tracker.phpbb.com/browse/PHPBB3-3832,0
227,"did you want to save the three characters ""urn""? not worth it IMO ;)",-1
228,"+1
Also this method shows a lot of errors/hints in the code inspector (unused variables etc.) but I find it hard to refactor this atm",-1
229,"I'd say yes. I mean, why not have hex for your file sizes internally? :)",1
230,"should we mention the full classname here?
TYPO3\Flow\Persistence\Doctrine\Service",0
231,divider/spacer not needed any more - spaces should be created by t3skin itself,0
232,"Since BE was IE10 (as of the member var above) I think changing the member to edge is not a problem, but I would keep the IE8 default here, which does not hurt us, and will also not hurt third party stuff then.",0
233,Maybe some info about the purpose (selecting node position?),0
234,I think we use spaces instead of tabs after variable name (all  @foo above).,0
235,"Suggestion:

Your account or email address does not exist.",0
237,"I wouldn't recommend to use a percentage here.. With ""This change is backwards-compatible most of the time"" or ""This does not change the public API..."" we should be on the safe side",0
238,"actually I don't know why it is like this in the login but not in the logout.. I would assume it should be the same in both places, and that this one is the more robust one..",-1
239,you can remove the access tag and set the function actually to private,0
240,"It is a core class, why should it be independent from core usage?

""If you just assign an end date you have to jump in the source code to become an idea how the start date is resolved.""

This can be written into the function comment, so if we may change $GLOBALS['EXEC_TIME'] we do not need to change so much calls.",-1
241,I checked other __construct comments and there where no such annotation.,0
243,For readability I prefer an inverted condition as guard clause.,0
244,"Good catch, my bad (it differs in master, see Iadfa1fb78e101e67ed47a6f3b5ea88ff12c90ca6)",1
245,"Do we any chance to detect whether the call was made from outside the TYPO3 Namespace? Otherwise we'll get lots of deprecations if we call a public method from another class in Core, which is public but not part of the API.",0
246,"It appears the requisite form is ""elseif,"" so I left this one as-is.  

""...TYPO3 code must not use the else if construct.""(http://docs.typo3.org/typo3cms/CodingGuidelinesReference/PhpFileFormatting/PhpSyntaxFormatting/Index.html)",0
247,The doc comments are inheritted from the parent class(es),0
248,I would prefer the previous formatting of line breaks.,0
249,"Why not use:

if ($limit > 0) {

} elseif ($limit < 0) {

}",-1
250,here as well: if ($value === NULL || strpos()...) { continue; },0
251,"Whitespace matters. We use tabs, and trailing whitespace has to be removed.",0
252,"If no version can be parsed ""0.0.0"" Ã¢â¬â ""0.0.0"" is the result",0
253,"We have that around many classes this way now. If I recall correctly we have not guideline for this. Would you be fine with keeping it this way? If so, please merge.",0
254,space before ( missing. Causes reoccurring changes proposed by database analyzer in Installer,0
255,"what is the reason for having them private?

I mean I usually like private stuff, but it's uncommon in TYPO3 CMS ;-)",-1
257,"I don't line inline styles, can this be done in CSS?",-1
258,The phpdoc states that an array is returned. Would it be better to return an array() instead of NULL?,0
259,"what about Jigal's comment ""Copying an array for the sake of a variable name is a waste of resources IMO."" ?",-1
261,"It is a logical change, but it is correct!

$configuration['vendorName'] !== NULL

triggers a PHP notice, when $configuration['vendorName'] is not set",1
262,"Ai, we missed a use-case here. I'm affraid that I know why this wasn't implemented yet. This doesn't check if the files inside the deleted folder have active references like is done above. See also https://review.typo3.org/#/c/33562/",-1
265,"already defined here: BasicFileUtility::$tempFN

there is a @todo for this attribute to change it to ""visible"". as static?",0
266,"This could impact the development context when doing a partial compilation, is it noticable?

We should re-use the filename (micro-op).",0
267,"Please use $GLOBALS['TBE_TEMPLATE'] here, so the code is more consistent",0
268,WARNING: Code after RETURN statement cannot be executed,-1
269,I don't care about the number of instances of ReferenceIndex. I want to have this cache inside BackendUtility::explodeSoftRefParserList() which is static.,-1
270,"alternatively trigger_error() can be used instead of the HtmlMessageHandler.. Basically it's a problem with PHP, read more here http://stackoverflow.com/questions/2429642/why-its-impossible-to-throw-exception-from-tostring",0
271,"I think, we should replace this by getBySeverity() to avoid juggling with message types in userland",0
273,"Could be

if (!isset($colPos) || $cRow['colPos'] !== $colPos) {

since colPos is set using $cRow['colPos'], thus the type must be the same.

Just have to remove $colPos = '' a few lines before.",0
275,Comment should have a space and uppercase the first letter like in the other comments.,0
276,I removed this in patch set 2 - my use case should be handled in the (abstract) controller,0
277,This check is improved in https://review.typo3.org/#/c/32645/1,0
281,... the right path in *TYPO3:*FLOW3:package:git:gitBinary,0
283,"oh, good catch! funny this slipped in ... btw: ArrayUtility from extbase should be reviewed and at first glance it seems most of it could be merged to core ArrayUtility.",1
286,don't remove this comment here! the require once is obsolete only,-1
287,"There is no need to reference $wizard, it's an object",-1
288,"[BUGFIX] sql_fetch_assoc() and sql_fetch_row() should default to FALSE

Initialize default output to FALSE for sql_fetch_assoc() and sql_fetch_row().",0
289,"Could you add another test which uses line breaks after ""${"" and before ""}""?",0
290,"This code is broken.

$this->storage needs to be changed",-1
296,"@param is missing

In addition, I'd prefer to have a setter (or only getter that can be mocked) for this constant. This would be cleaner than having this as a method parameter.",0
297,"I guess it's because hasRole only returns boolean, and the array key is needed as well..",0
298,"I agree with Markus - if only for code-consistency purposes, add the =array() - it is bad karma anyway to have arguments with default values preceding ones without a default value.",1
300,perform this check before fetching the translations above? in the else-branch you then set $allOptions to array(); Maybe initialise it to an empty array as the first line of this function (as in functions before) and only fetch translations when needed here,0
